date,home_team,away_team,home_elo_pre,away_elo_pre,elo_k,source,source_file
2022-01-18,Ghana,Comoros,1635.8452140940092,1390.910214661015,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-18,Malawi,Senegal,1435.2104720076456,1729.3361683461571,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-18,Moldova,Uganda,1302.184421960189,1530.601869947885,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-18,Zimbabwe,Guinea,1454.555857179791,1529.879075221281,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-19,Egypt,Sudan,1690.7090998507765,1399.0492753215458,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-19,Guinea-Bissau,Nigeria,1430.7630127187308,1681.7050105079802,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-20,Gambia,Tunisia,1466.49948304534,1676.6882666546164,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-20,Ivory Coast,Algeria,1681.365471364517,1742.3422360183274,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-20,Mali,Mauritania,1610.9884159351275,1439.5696713020366,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-20,Peru,Jamaica,1732.4100122465168,1598.1672473336564,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-20,Sierra Leone,Equatorial Guinea,1458.9332302465243,1483.5153612420252,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-20,South Korea,Moldova,1782.4064304868964,1297.9509825830723,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-21,Bolivia,Trinidad and Tobago,1561.5776672184684,1479.8456252535225,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-21,Iraq,Uganda,1637.2750277270304,1534.8353093250016,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-23,Burkina Faso,Gabon,1586.3246156092,1514.3541067162266,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-23,Nigeria,Tunisia,1685.5218816454926,1661.2824862029654,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-24,Cameroon,Comoros,1670.3336827432893,1406.9854048152347,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-24,Guinea,Gambia,1517.7444379274095,1481.905263496991,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-25,Morocco,Malawi,1741.482152368763,1442.1031620753558,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-25,Senegal,Cape Verde,1722.443478278447,1547.8150687053355,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-26,Ivory Coast,Egypt,1693.102723256297,1693.8538468685992,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-26,Mali,Equatorial Guinea,1616.4194439826956,1492.809008909598,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-27,Australia,Vietnam,1735.4412491548703,1518.9935303222326,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-27,Bahrain,Uganda,1611.8800144120628,1527.7011915412997,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-27,Chile,Argentina,1744.472868514965,1934.1737632871857,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-27,Costa Rica,Panama,1616.628512742742,1627.8533374100236,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-27,Ecuador,Brazil,1733.0910238282793,1998.1518720810982,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-27,Honduras,Canada,1559.793997945569,1694.0404455168823,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-27,Indonesia,Timor-Leste,1428.5996165906286,1098.593397449006,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-27,Iran,Iraq,1821.0424390127348,1644.4091455107323,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-27,Jamaica,Mexico,1591.8496150358703,1795.7477202981017,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-27,Japan,China,1781.9446288855386,1613.4758476023387,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-27,Lebanon,South Korea,1486.8788948043061,1783.5651335983814,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-27,Paraguay,Uruguay,1659.318888156876,1785.7178442141887,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-27,Saudi Arabia,Oman,1662.7067976766975,1609.3519545013162,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-27,United Arab Emirates,Syria,1615.497519236718,1527.1240526862439,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-27,United States,El Salvador,1820.0891187478828,1550.12296854054,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-27,Uzbekistan,South Sudan,1596.4974223256768,1325.9774023226273,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-28,Colombia,Peru,1823.65673621157,1738.7276445443028,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-28,Jordan,New Zealand,1584.8778387570478,1584.5352354585561,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-28,Suriname,Barbados,1483.0384309695314,1356.4555689107353,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-28,Venezuela,Bolivia,1637.8415356525318,1569.26768474577,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-29,Burkina Faso,Tunisia,1584.2822671479282,1671.9790223508144,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-29,Cameroon,Gambia,1673.9348428533747,1492.9331546369106,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-29,Kuwait,Libya,1495.6573712250556,1459.2217857243086,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-29,Nepal,Mauritius,1245.953421254154,1294.9668571177547,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-29,Nicaragua,Belize,1380.2764434902228,1366.9324665683348,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-30,Canada,United States,1700.3579861923977,1823.579160346813,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-30,Egypt,Morocco,1693.832227826872,1744.5109196970038,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-30,Honduras,El Salvador,1553.4764572700535,1546.6329269416096,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-30,Indonesia,Timor-Leste,1431.202536550547,1095.9904774890877,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-30,Mexico,Costa Rica,1800.4713422670352,1626.951476806725,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-30,Panama,Jamaica,1617.5303733460407,1587.1259930669369,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-01-30,Senegal,Equatorial Guinea,1727.8017191618146,1496.223919308999,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-01,Argentina,Colombia,1939.1985772691846,1811.259832589387,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-01,Bahrain,DR Congo,1619.5034751364715,1541.9456357566517,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-01,Bolivia,Chile,1561.2161629997508,1739.4480545329661,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-01,Brazil,Paraguay,1991.724014790003,1652.8045037136944,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-01,Iran,United Arab Emirates,1826.3555292570436,1623.007398664945,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-01,Japan,Saudi Arabia,1787.4430989985126,1671.1830809936603,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-01,Kuwait,Libya,1504.6124983777984,1450.2666585715658,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-01,Lebanon,Iraq,1483.8100735242365,1639.0960552664235,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-01,Nepal,Mauritius,1257.3548568479573,1283.5654215239513,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-01,Nicaragua,Belize,1389.8925616972904,1357.3163483612673,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-01,Oman,Australia,1600.8756711843535,1739.9092085705083,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-01,Peru,Ecuador,1751.1245481664857,1739.5188811193746,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-01,Suriname,Guyana,1489.5481661337867,1407.2294930346982,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-01,Syria,South Korea,1519.614173258017,1786.633954878451,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-01,Uruguay,Venezuela,1792.2322286573703,1645.893057398551,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-01,Vietnam,China,1514.5255709065946,1607.9773774893647,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-02,Burkina Faso,Senegal,1596.754109289516,1731.9747626408302,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-02,El Salvador,Canada,1556.8298741080753,1713.7629955252112,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-02,Jamaica,Costa Rica,1577.9988743956865,1631.568166960139,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-02,Mexico,Panama,1795.8546521136211,1626.6574920172911,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-02,United States,Honduras,1810.1741510139996,1543.2795101035879,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-03,Cameroon,Egypt,1679.1504003025598,1705.2806200866346,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-05,Cameroon,Burkina Faso,1679.9010736567232,1590.460781094078,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-02-06,Senegal,Egypt,1738.2680908362684,1704.5299467324712,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-17,Cook Islands,Solomon Islands,1372.2170464858266,1503.1082415779026,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-18,Iraq,Zambia,1634.90217685429,1516.8155771420268,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-18,New Caledonia,Fiji,1548.658834865561,1530.5627524098365,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-18,Papua New Guinea,New Zealand,1450.6611990790657,1574.5450963709588,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-19,Mauritius,Seychelles,1272.8124487291122,1208.5213553296426,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-21,New Zealand,Fiji,1581.123234837013,1541.083129053976,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-21,Papua New Guinea,New Caledonia,1444.0830606130116,1538.1384582214214,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-23,Bahrain,India,1627.3075360233856,1427.2753709138783,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-23,Chad,Gambia,1353.2810289259203,1487.7175971877255,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-23,Djibouti,South Sudan,1175.3584728246847,1322.496536844535,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-23,Gibraltar,Grenada,1298.8898527204606,1357.1168231541235,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-23,Guadeloupe,Cape Verde,1476.6197268020553,1542.4568278219679,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-23,Guinea-Bissau,Equatorial Guinea,1426.9461415812184,1492.0508758299834,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-23,Laos,Mongolia,1141.1380722083954,1241.5142467244502,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-23,Malaysia,Philippines,1411.2042790603575,1398.0769191446066,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-23,Mozambique,Niger,1444.3882598916427,1398.997927154532,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-23,Seychelles,Lesotho,1210.3509663740774,1365.4724396859153,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-23,Somalia,Eswatini,1168.1935078941515,1360.0638858860066,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-23,Tanzania,Central African Republic,1429.0519715779885,1386.2315956545808,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Armenia,Montenegro,1508.3196233360823,1537.4714657468478,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Australia,Japan,1736.1082585676859,1794.2164108251436,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Brazil,Chile,1994.212950931626,1744.7253183101566,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,China,Saudi Arabia,1595.350660780191,1664.4097691670293,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Colombia,Bolivia,1804.7843220143477,1555.9388992225604,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Costa Rica,Canada,1640.038421799473,1719.5301249382546,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Estonia,Cyprus,1475.347005751448,1382.0356682718725,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Fiji,Papua New Guinea,1532.2305008851192,1456.725944017687,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Guatemala,Cuba,1553.3690975107022,1398.4697299142865,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Hungary,Serbia,1654.2059608965292,1743.362749381407,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Iraq,United Arab Emirates,1641.6284693013608,1618.2723445847337,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Italy,North Macedonia,1895.036832499963,1589.4947029159184,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Jamaica,El Salvador,1569.5286195563524,1551.0627446950318,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Kosovo,Burkina Faso,1515.8412081385823,1592.9796813213325,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Lebanon,Syria,1488.00395193637,1516.0749975454444,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Liberia,Benin,1424.3187206124633,1523.7872584830993,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Maldives,Bangladesh,1248.1086193990436,1223.7371736784528,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Mauritius,São Tomé and Príncipe,1270.9828376846774,1319.6507019864143,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Mexico,United States,1801.3364217677943,1813.7154255653397,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Moldova,Kazakhstan,1296.7922794715873,1411.7262478238513,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,New Zealand,New Caledonia,1589.9758630058698,1525.495574816746,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Panama,Honduras,1621.175722363118,1539.7382355522477,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Paraguay,Ecuador,1650.3155675720714,1739.8527948826604,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Portugal,Turkey,1868.1624257709846,1709.8810360819925,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Scotland,Poland,1680.2081242566962,1731.9152743167654,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Solomon Islands,Tahiti,1509.509553845955,1525.6275339995293,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,South Korea,Iran,1790.1731305910237,1831.0905833372549,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Sweden,Czech Republic,1758.4487795123268,1719.8156165012188,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Thailand,Nepal,1544.785965642008,1268.1078296427963,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Togo,Sierra Leone,1455.48208700408,1449.6395825789514,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Uruguay,Peru,1798.2528366935867,1750.7906344031999,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Vietnam,Oman,1527.1522876157683,1604.676621187176,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-24,Wales,Austria,1725.4896185921593,1694.6246682164647,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,Alderney,Jersey,1185.314686837124,1689.2415763039064,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,Andorra,Saint Kitts and Nevis,1190.0995316886604,1425.4351230087461,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,Argentina,Venezuela,1945.674087844224,1639.8724493623347,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,Bosnia and Herzegovina,Georgia,1624.5664843513682,1548.6197523995463,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,Cameroon,Algeria,1677.3821734294686,1730.6049841265474,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,Cape Verde,Liechtenstein,1550.5842439198739,1215.1376203839338,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,Comoros,Ethiopia,1403.3842447051493,1459.8420891738006,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,Congo,Zambia,1452.139877289109,1510.089284694956,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,DR Congo,Morocco,1534.1415748697375,1733.0625274372412,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,Egypt,Senegal,1705.4979678020923,1737.3000697666473,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,France,Ivory Coast,1956.7039063619327,1693.1243422980242,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,Ghana,Nigeria,1619.7700239397896,1674.8253454976436,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,Latvia,Kuwait,1382.3982935702663,1493.0609329239855,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,Luxembourg,Northern Ireland,1402.7510651966923,1590.6817246713977,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,Mali,Tunisia,1613.0045335832947,1659.5071802092266,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,Malta,Azerbaijan,1298.4791006023374,1397.0278855114439,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,Norway,Slovakia,1660.597499637554,1645.6393871208327,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,Romania,Greece,1659.942923345996,1650.121985245433,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,San Marino,Lithuania,1055.4592549257404,1384.8319939636792,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,South Africa,Guinea,1631.018397096559,1506.71654678749,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,Tajikistan,Uganda,1416.8111096255304,1520.077730816891,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,Trinidad and Tobago,Barbados,1472.1556077262208,1349.94583374648,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-25,Uzbekistan,Kyrgyzstan,1599.978287803769,1448.7626346960258,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-26,Angola,Guinea-Bissau,1475.1653782576354,1438.7983774287804,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-26,Bahrain,Burundi,1632.1119215821825,1426.1069653915285,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-26,Belarus,India,1482.9624671212584,1422.4709853550814,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-26,Central African Republic,Sudan,1377.4578625036202,1395.904528303723,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-26,Croatia,Slovenia,1771.0351996149961,1579.9842193307254,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-26,England,Switzerland,1917.82060550732,1814.5101427643283,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-26,Finland,Iceland,1634.902361543366,1582.226483079569,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-26,Germany,Israel,1876.2857253895268,1572.0609705532236,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-26,Gibraltar,Faroe Islands,1300.550243741352,1310.0964568317836,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-26,Libya,Niger,1461.8182240253786,1400.296983655591,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-26,Mauritania,Mozambique,1434.1386432544684,1443.0892033905836,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-26,Netherlands,Denmark,1845.3613984995218,1810.0777237266648,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-26,Qatar,Bulgaria,1668.7533444799626,1559.8914755928713,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-26,Republic of Ireland,Belgium,1651.3374742950198,1919.8568369376599,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-26,Singapore,Malaysia,1373.1779012175912,1420.8266229664027,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-26,Spain,Albania,1917.8598301882787,1563.0858081782958,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-27,Barbados,Guyana,1343.3250822703963,1399.5554528963,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-27,Belize,Cuba,1358.2512291530331,1392.6544335985088,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-27,Benin,Zambia,1531.0000608528112,1518.4366633631453,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-27,Canada,Jamaica,1707.2812740311676,1568.997628844765,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-27,El Salvador,Costa Rica,1551.5937354066193,1652.28727270656,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-27,Eswatini,Somalia,1365.0418593727538,1163.2155344074042,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-27,Guatemala,Haiti,1559.18439382648,1561.2530012106765,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-27,Honduras,Mexico,1542.0401908625593,1801.692567445136,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-27,Laos,Brunei,1153.94934670943,1117.1564850312666,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-27,Lesotho,Seychelles,1361.2824641725276,1214.5409418874651,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-27,Liberia,Sierra Leone,1417.1059182427514,1439.807727524816,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-27,Mauritius,São Tomé and Príncipe,1282.3745209216697,1308.259018749422,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-27,New Zealand,Tahiti,1598.1409893081227,1515.163953756255,20,calculated_from_international_results,data/raw/matches/international_results.csv
2022-03-27,Solomon Islands,Papua New Guinea,1519.9731340892292,1468.8655622781905,20,calculated_from_international_results,data/raw/matches/international_results.csv
