year,match_id,date,stage,group,team_a,team_b,score_status,score_a,score_b,actual_result,pred_result,pred_p_team_a,pred_p_draw,pred_p_team_b,lambda_team_a,lambda_team_b,pred_score_a,pred_score_b,pred_score,pred_score_probability,odds_aggregate_method,n_bookmakers,total_goals_prior
2026,WC2026_050,2026-06-16,Group I,Group I,Iraq,Norway,scheduled,NA,NA,NA,B,0.09042010153873407,0.1810241327550112,0.7285557657062546,0.5848306054816403,2.1047958557023714,0,2,0-2,0.15041807755064882,median_complete_bookmakers,8,2.5314903377346916
2026,WC2026_055,2026-06-16,Group J,Group J,Argentina,Algeria,scheduled,NA,NA,NA,A,0.6881352628090018,0.1972873480888516,0.1145773891021466,2.009728709346743,0.6736411358061022,2,0,2-0,0.13799779934354295,median_complete_bookmakers,8,2.7995252497026533
2026,WC2026_056,2026-06-16,Group J,Group J,Austria,Jordan,scheduled,NA,NA,NA,A,0.6874970613355441,0.19791075199763952,0.11459218666681636,2.002704334558538,0.6706902173867503,2,0,2-0,0.1384086325902619,median_complete_bookmakers,8,2.6343189633980333
2026,WC2026_061,2026-06-17,Group K,Group K,Portugal,DR Congo,scheduled,NA,NA,NA,A,0.746087861572506,0.16559374031348628,0.08831839811400774,2.293717746066781,0.6471110497082567,2,0,2-0,0.1389518186703538,median_complete_bookmakers,8,2.976880824368375
2026,WC2026_062,2026-06-17,Group K,Group K,Uzbekistan,Colombia,scheduled,NA,NA,NA,B,0.1250730880351821,0.2044151988862498,0.6705117130785682,0.7045040844798917,1.9610838498537997,0,1,0-1,0.13640994450371394,median_complete_bookmakers,8,2.7223436922997264
2026,WC2026_067,2026-06-17,Group L,Group L,England,Croatia,scheduled,NA,NA,NA,A,0.5377012629707362,0.25501795542447986,0.20728078160478397,1.5574228455117691,0.8593456072111549,1,0,1-0,0.13893681470568833,median_complete_bookmakers,8,2.485840176812028
2026,WC2026_068,2026-06-17,Group L,Group L,Ghana,Panama,scheduled,NA,NA,NA,A,0.39659999514491767,0.26930273328819954,0.3340972715668827,1.3158814388931463,1.1846366991769537,1,1,1-1,0.12789121533073616,median_complete_bookmakers,8,2.61840266737479
2026,WC2026_003,2026-06-18,Group A,Group A,Czech Republic,South Africa,scheduled,NA,NA,NA,A,0.5331024417269385,0.25314885305207857,0.21374870522098277,1.573941025274324,0.8940320792978356,1,0,1-0,0.13340169714723388,median_complete_bookmakers,8,2.533538227629324
2026,WC2026_004,2026-06-18,Group A,Group A,Mexico,South Korea,scheduled,NA,NA,NA,A,0.47019921860969266,0.27973065326688307,0.25007012812342433,1.33683756458938,0.8930279193133629,1,0,1-0,0.14376738239340095,median_complete_bookmakers,8,2.4058912586745063
2026,WC2026_009,2026-06-18,Group B,Group B,Switzerland,Bosnia & Herzegovina,scheduled,NA,NA,NA,A,0.617523018357587,0.2218621370297096,0.1606148446127033,1.8459876720209272,0.8161801142927171,1,0,1-0,0.12884394592096426,median_complete_bookmakers,5,2.788330275972813
2026,WC2026_010,2026-06-18,Group B,Group B,Canada,Qatar,scheduled,NA,NA,NA,A,0.7300003516640644,0.17971782998450553,0.09028181835143012,2.119751317622747,0.5898348255871912,2,0,2-0,0.1495483142410427,median_complete_bookmakers,5,2.7082215427255267
2026,WC2026_015,2026-06-19,Group C,Group C,Scotland,Morocco,scheduled,NA,NA,NA,B,0.22698509947677384,0.25718814204902857,0.5158267584741976,0.9238349775451666,1.5355163322300782,0,1,0-1,0.13127188973168247,median_complete_bookmakers,8,2.684998101100538
2026,WC2026_016,2026-06-19,Group C,Group C,Brazil,Haiti,scheduled,NA,NA,NA,A,0.870280122856014,0.09943357875921134,0.03028629838477471,2.7875124107679237,0.3735507192266993,2,0,2-0,0.16465364502001065,median_complete_bookmakers,8,3.147638970148617
2026,WC2026_021,2026-06-19,Group D,Group D,USA,Australia,scheduled,NA,NA,NA,A,0.5700728453293841,0.2467493460981054,0.1831778085725105,1.624889979555361,0.7994118758107298,1,0,1-0,0.14386761439156842,median_complete_bookmakers,8,2.3880523627986077
2026,WC2026_022,2026-06-19,Group D,Group D,Turkey,Paraguay,scheduled,NA,NA,NA,A,0.4819224065649636,0.2751400479818853,0.2429375454531511,1.3776372177676004,0.8914065735523551,1,0,1-0,0.1424628634491617,median_complete_bookmakers,8,2.503074024983016
2026,WC2026_027,2026-06-20,Group E,Group E,Germany,Ivory Coast,scheduled,NA,NA,NA,A,0.616236286310487,0.2212801149330902,0.16248359875642296,1.855089272036896,0.829234990831449,1,0,1-0,0.12664195287094268,median_complete_bookmakers,8,2.698784715654558
2026,WC2026_028,2026-06-20,Group E,Group E,Ecuador,Curaçao,scheduled,NA,NA,NA,A,0.7904831227723867,0.1423065163061893,0.06721036092142392,2.4909700041263028,0.5858007179997236,2,0,2-0,0.14304821844006338,median_complete_bookmakers,8,3.122235591998468
2026,WC2026_033,2026-06-20,Group F,Group F,Netherlands,Sweden,scheduled,NA,NA,NA,A,0.5916873131340615,0.22997564138244955,0.17833704548348894,1.7828617986744275,0.8619183869990678,1,0,1-0,0.12662056263863777,median_complete_bookmakers,8,2.709866000831182
2026,WC2026_034,2026-06-20,Group F,Group F,Tunisia,Japan,scheduled,NA,NA,NA,B,0.18256387665585003,0.23715087830273393,0.580285245041416,0.8436329682685695,1.714176801099248,0,1,0-1,0.13280454696316085,median_complete_bookmakers,8,2.772742829266736
2026,WC2026_039,2026-06-21,Group G,Group G,Belgium,Iran,scheduled,NA,NA,NA,A,0.6273791211029885,0.22705230113356603,0.14556857776344534,1.7707039655629415,0.7125541599278608,1,0,1-0,0.14780211845476746,median_complete_bookmakers,8,2.447501620522611
2026,WC2026_040,2026-06-21,Group G,Group G,New Zealand,Egypt,scheduled,NA,NA,NA,B,0.20842223367020957,0.25006370972172265,0.5415140566080677,0.888629756176798,1.601956023782965,0,1,0-1,0.13274034097656023,median_complete_bookmakers,8,2.611346774220397
2026,WC2026_045,2026-06-21,Group H,Group H,Spain,Saudi Arabia,scheduled,NA,NA,NA,A,0.8487511884036826,0.11139433522801406,0.03985447636830326,2.714349158568939,0.44410609239059345,2,0,2-0,0.15653149810221165,median_complete_bookmakers,8,3.163455943668375
2026,WC2026_046,2026-06-21,Group H,Group H,Uruguay,Cape Verde,scheduled,NA,NA,NA,A,0.6694177969949199,0.20108169483118857,0.12950050817389164,2.0116706794404937,0.749414918253104,2,0,2-0,0.12792621110982494,median_complete_bookmakers,8,2.864587674536495
2026,WC2026_051,2026-06-22,Group I,Group I,France,Iraq,scheduled,NA,NA,NA,A,0.8316189637913053,0.12446269807013052,0.04391833813856415,2.53916208780308,0.4273026577112173,2,0,2-0,0.16597076074243086,median_complete_bookmakers,8,2.946335512901215
2026,WC2026_052,2026-06-22,Group I,Group I,Norway,Senegal,scheduled,NA,NA,NA,A,0.4254770150554837,0.27759015201241266,0.2969328329321036,1.302408176463981,1.039378451485707,1,1,1-1,0.13016547647447457,median_complete_bookmakers,8,2.3948867138348486
2026,WC2026_057,2026-06-22,Group J,Group J,Argentina,Austria,scheduled,NA,NA,NA,A,0.6101823087060156,0.22459274182900735,0.16522494946497693,1.823690145897313,0.8254983804629151,1,0,1-0,0.1289505185558425,median_complete_bookmakers,8,2.825429716659151
2026,WC2026_058,2026-06-22,Group J,Group J,Jordan,Algeria,scheduled,NA,NA,NA,B,0.15676749561239436,0.22560402595886608,0.6176284784287396,0.7767515071014177,1.8014194170208788,0,1,0-1,0.1367506608757062,median_complete_bookmakers,8,2.6586947494522826
2026,WC2026_063,2026-06-23,Group K,Group K,Portugal,Uzbekistan,scheduled,NA,NA,NA,A,0.7386623169589134,0.17325692843876822,0.08808075460231841,2.1890231908483893,0.604243250770889,2,0,2-0,0.14667987372340485,median_complete_bookmakers,8,2.7640440373885156
2026,WC2026_064,2026-06-23,Group K,Group K,Colombia,DR Congo,scheduled,NA,NA,NA,A,0.6731099755461859,0.2000289897215312,0.1268610347322829,2.0163194281324204,0.7383991148517091,2,0,2-0,0.12933903353939838,median_complete_bookmakers,5,2.931969471298312
2026,WC2026_069,2026-06-23,Group L,Group L,England,Ghana,scheduled,NA,NA,NA,A,0.7353365796855932,0.1675304609916099,0.09713295932279696,2.3180925846837073,0.710141833385036,2,0,2-0,0.1300427251994545,median_complete_bookmakers,8,3.130823850198542
2026,WC2026_070,2026-06-23,Group L,Group L,Panama,Croatia,scheduled,NA,NA,NA,B,0.1651318021424703,0.23215848689376797,0.6027097109637618,0.7862320756640183,1.7469244247678437,0,1,0-1,0.1387197275163536,median_complete_bookmakers,8,2.6645619469908475
2026,WC2026_005,2026-06-24,Group A,Group A,Czech Republic,Mexico,scheduled,NA,NA,NA,B,0.21762331739199212,0.25431122768386427,0.5280654549241437,0.9031759978230032,1.563157479222087,0,1,0-1,0.13270513047007915,median_complete_bookmakers,5,2.6044529670553587
2026,WC2026_006,2026-06-24,Group A,Group A,South Africa,South Korea,scheduled,NA,NA,NA,B,0.172210235766958,0.227920864209954,0.599868900023088,0.8429145187987895,1.797617335301806,0,1,0-1,0.12821204698396227,median_complete_bookmakers,5,2.742634826202707
2026,WC2026_011,2026-06-24,Group B,Group B,Switzerland,Canada,scheduled,NA,NA,NA,A,0.447973090396086,0.2772958098258465,0.2747310997780676,1.331847190278131,0.9784938217569988,1,0,1-0,0.13215574460876467,median_complete_bookmakers,2,2.438786318642115
2026,WC2026_012,2026-06-24,Group B,Group B,Bosnia & Herzegovina,Qatar,scheduled,NA,NA,NA,A,0.560006494831795,0.2550150982732033,0.18497840689500175,1.5544192448483822,0.7703129828396039,1,0,1-0,0.15203717315614262,median_complete_bookmakers,2,2.368719983842852
2026,WC2026_017,2026-06-24,Group C,Group C,Scotland,Brazil,scheduled,NA,NA,NA,B,0.13847386768324804,0.2045476379103631,0.6569784944063889,0.7859662179411333,1.995386182259291,0,1,0-1,0.12362347886736828,median_complete_bookmakers,5,2.84756608398047
2026,WC2026_018,2026-06-24,Group C,Group C,Morocco,Haiti,scheduled,NA,NA,NA,A,0.7186975444227449,0.17798540711030875,0.10331704846694632,2.203537276458071,0.6969159677442123,2,0,2-0,0.1335241951364598,median_complete_bookmakers,5,2.967939780342267
2026,WC2026_023,2026-06-25,Group D,Group D,Turkey,USA,scheduled,NA,NA,NA,B,0.3546238542694985,0.27929469020518705,0.3660814555253145,1.168765369045345,1.1922193611694625,1,1,1-1,0.13143797664093493,median_complete_bookmakers,5,2.3716443339244413
2026,WC2026_024,2026-06-25,Group D,Group D,Paraguay,Australia,scheduled,NA,NA,NA,A,0.4239596408432812,0.279341942651951,0.2966984165047678,1.288666138691422,1.0294093830342603,1,1,1-1,0.13061742921993125,median_complete_bookmakers,5,2.4482576117939217
2026,WC2026_029,2026-06-25,Group E,Group E,Curaçao,Ivory Coast,scheduled,NA,NA,NA,B,0.07960336107119022,0.16191342441751894,0.7584832145112907,0.5927784325961701,2.2908556337628863,0,2,0-2,0.1467638461210915,median_complete_bookmakers,5,2.87234113709215
2026,WC2026_030,2026-06-25,Group E,Group E,Ecuador,Germany,scheduled,NA,NA,NA,B,0.222176506869427,0.2561134837774174,0.5217100093531557,0.9113321559335574,1.5462704117124613,0,1,0-1,0.1324226308488327,median_complete_bookmakers,5,2.482782010043121
2026,WC2026_035,2026-06-25,Group F,Group F,Japan,Sweden,scheduled,NA,NA,NA,A,0.4922548706157681,0.258187430185356,0.24955769919887583,1.516792318250018,1.000165436861238,1,1,1-1,0.12243260742241958,median_complete_bookmakers,5,2.684972084513581
2026,WC2026_036,2026-06-25,Group F,Group F,Tunisia,Netherlands,scheduled,NA,NA,NA,B,0.14795856399194596,0.2115635116331777,0.6404779243748764,0.802885023830456,1.9364323850523313,0,1,0-1,0.12512148851228952,median_complete_bookmakers,5,2.7984505185049637
2026,WC2026_041,2026-06-26,Group G,Group G,Egypt,Iran,scheduled,NA,NA,NA,A,0.39811955325271897,0.28679977272955615,0.315080674017725,1.203834871896003,1.0373695257583926,1,1,1-1,0.13278765536460643,median_complete_bookmakers,5,2.5169610959494597
2026,WC2026_042,2026-06-26,Group G,Group G,New Zealand,Belgium,scheduled,NA,NA,NA,B,0.09604070262186765,0.17312401949723236,0.7308352778809001,0.6677833123775829,2.2327254215335763,0,2,0-2,0.13707735030069415,median_complete_bookmakers,5,2.9039371537707965
2026,WC2026_047,2026-06-26,Group H,Group H,Cape Verde,Saudi Arabia,scheduled,NA,NA,NA,B,0.36176036377124926,0.2742121181726748,0.364027518056076,1.2155565308041736,1.22025998395846,1,1,1-1,0.12982725041914858,median_complete_bookmakers,5,2.458340736171068
2026,WC2026_048,2026-06-26,Group H,Group H,Uruguay,Spain,scheduled,NA,NA,NA,B,0.1813487001122357,0.2306814295892226,0.5879698702985416,0.8726480489165022,1.7784588547981013,0,1,0-1,0.12551126966010637,median_complete_bookmakers,5,2.7148244344313146
2026,WC2026_053,2026-06-26,Group I,Group I,Norway,France,scheduled,NA,NA,NA,B,0.21638697528971865,0.24409492705052457,0.5395180976597568,0.9539298062591604,1.6598732941923644,0,1,0-1,0.12159470804108433,median_complete_bookmakers,5,2.739329907553752
2026,WC2026_054,2026-06-26,Group I,Group I,Senegal,Iraq,scheduled,NA,NA,NA,A,0.6500193948071284,0.21681970987888644,0.13316089531398514,1.8491894208793695,0.6926209958161164,1,0,1-0,0.14557512181161245,median_complete_bookmakers,5,2.575863445614736
2026,WC2026_059,2026-06-27,Group J,Group J,Algeria,Austria,scheduled,NA,NA,NA,B,0.2977201191975634,0.2908504699226804,0.4114294108797562,0.9747930568004712,1.2001235813000106,0,1,0-1,0.13635519060216966,median_complete_bookmakers,5,2.3754097374494783
2026,WC2026_060,2026-06-27,Group J,Group J,Jordan,Argentina,scheduled,NA,NA,NA,B,0.06453299334415329,0.13706070058392317,0.7984063060719235,0.5895109496172821,2.553544325659172,0,2,0-2,0.14068417361843277,median_complete_bookmakers,5,3.1623829077563106
2026,WC2026_065,2026-06-27,Group K,Group K,Colombia,Portugal,scheduled,NA,NA,NA,B,0.29079340091842804,0.28292269247339136,0.4262839066081806,0.9951868366673352,1.268542233200239,0,1,0-1,0.13188028805601074,median_complete_bookmakers,5,2.389683678343966
2026,WC2026_066,2026-06-27,Group K,Group K,DR Congo,Uzbekistan,scheduled,NA,NA,NA,A,0.38186641584333664,0.2772964716838507,0.3408371124728126,1.234999575427718,1.1506123077485526,1,1,1-1,0.1307789200452347,median_complete_bookmakers,5,2.534865398738048
2026,WC2026_071,2026-06-27,Group L,Group L,Panama,England,scheduled,NA,NA,NA,B,0.10433252181750184,0.1814752463549315,0.7141922318275666,0.6849067883191147,2.1622382898603107,0,2,0-2,0.13560562828659303,median_complete_bookmakers,5,2.814236630448444
2026,WC2026_072,2026-06-27,Group L,Group L,Croatia,Ghana,scheduled,NA,NA,NA,A,0.6212603442487544,0.2173871697909308,0.16135248596031485,1.896167580771463,0.8450893371177421,1,0,1-0,0.12228240288431697,median_complete_bookmakers,5,2.9643115307759604
