model,year,match_id,date,stage,group,team_a,team_b,score_a,score_b,score_status,actual_result,pred_p_a,pred_p_d,pred_p_b,pred_result,lambda_a,lambda_b,pred_score_a,pred_score_b,pred_score,pred_score_probability,observed_score_probability,odds_aggregate_method,n_bookmakers
baseline_market_1x2,2022,WC2022_044,2022-11-24,Group H,Group H,Portugal,Ghana,3,2,final,A,0.7332370570921604,0.17581334640313886,0.09094959650470066,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_003,2022-11-25,Group A,Group A,Qatar,Senegal,1,3,final,B,0.17444717444717445,0.26732186732186736,0.5582309582309583,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_004,2022-11-25,Group A,Group A,Netherlands,Ecuador,1,1,final,D,0.5181599477944112,0.28221211442374183,0.19962793778184687,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_009,2022-11-25,Group B,Group B,Wales,Iran,0,2,final,B,0.44865346564562664,0.29957557357983294,0.2517709607745405,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_010,2022-11-25,Group B,Group B,England,USA,0,0,final,D,0.6482923491704067,0.2286248381132352,0.12308281271635808,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_015,2022-11-26,Group C,Group C,Poland,Saudi Arabia,2,0,final,A,0.5579881999074503,0.2679604349838038,0.17405136510874594,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_016,2022-11-26,Group C,Group C,Argentina,Mexico,2,0,final,A,0.6231189564071673,0.24348092898172088,0.13340011461111187,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_021,2022-11-26,Group D,Group D,Tunisia,Australia,0,1,final,B,0.43937984496124033,0.2902325581395349,0.27038759689922487,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_022,2022-11-26,Group D,Group D,France,Denmark,2,1,final,A,0.5237812032335325,0.2732115209950126,0.2030072757714548,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_027,2022-11-27,Group E,Group E,Japan,Costa Rica,0,1,final,B,0.643523366277808,0.22794683094659704,0.1285298027755948,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_028,2022-11-27,Group E,Group E,Spain,Germany,1,1,final,D,0.3794055167530335,0.2806253822137822,0.3399691010331842,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_033,2022-11-27,Group F,Group F,Belgium,Morocco,0,2,final,B,0.5031451895798355,0.2823620765403255,0.2144927338798391,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_034,2022-11-27,Group F,Group F,Croatia,Canada,4,1,final,A,0.43194299389936064,0.2942026583834655,0.2738543477171739,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_039,2022-11-28,Group G,Group G,Cameroon,Serbia,3,3,final,D,0.18364695223029215,0.25454550751490895,0.561807540254799,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_040,2022-11-28,Group G,Group G,Brazil,Switzerland,1,0,final,A,0.64537615026444894,0.22642074961545108,0.1282031001201,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_045,2022-11-28,Group H,Group H,South Korea,Ghana,2,3,final,B,0.3512196922168505,0.30889028305716504,0.3398900247259844,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_046,2022-11-28,Group H,Group H,Portugal,Uruguay,2,0,final,A,0.49358757198857856,0.2880511058413589,0.2183613221700624,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_005,2022-11-29,Group A,Group A,Ecuador,Senegal,1,2,final,B,0.38790860533162586,0.3144508295711519,0.29764056509722236,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_006,2022-11-29,Group A,Group A,Netherlands,Qatar,2,0,final,A,0.7960553319267522,0.139105116739036,0.06483955133421185,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_011,2022-11-29,Group B,Group B,Wales,England,0,3,final,B,0.1119139502422202,0.2173960642636232,0.6706899854941566,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_012,2022-11-29,Group B,Group B,Iran,USA,0,1,final,B,0.23495142890412452,0.27445050970539764,0.49059806139047774,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_017,2022-11-30,Group C,Group C,Poland,Argentina,0,2,final,B,0.11606681016502313,0.21305056370381492,0.670882626131162,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_018,2022-11-30,Group C,Group C,Saudi Arabia,Mexico,1,2,final,B,0.17597869507323569,0.23009320905459388,0.5939280958721704,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_023,2022-11-30,Group D,Group D,Australia,Denmark,1,0,final,A,0.1233666773821455,0.20252254977970235,0.6741107728381521,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_024,2022-11-30,Group D,Group D,Tunisia,France,1,0,final,A,0.16233403639885782,0.24882697442764556,0.5888389891734966,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_029,2022-12-01,Group E,Group E,Japan,Spain,2,1,final,A,0.1354019204857499,0.21726561034265152,0.6473324691715986,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_030,2022-12-01,Group E,Group E,Costa Rica,Germany,2,4,final,B,0.0389298830823141,0.0896121836989117,0.8714579332187742,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_035,2022-12-01,Group F,Group F,Croatia,Belgium,0,0,final,D,0.3187636340305402,0.2834514949313487,0.3977848710381111,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_036,2022-12-01,Group F,Group F,Canada,Morocco,1,2,final,B,0.20124191377940628,0.277961704956306,0.5207963812642876,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_041,2022-12-02,Group G,Group G,Serbia,Switzerland,2,3,final,B,0.37713838530875066,0.28598711393503445,0.336874500756215,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_042,2022-12-02,Group G,Group G,Cameroon,Brazil,1,0,final,A,0.10577764428786623,0.18241038851183097,0.7118119672003029,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_047,2022-12-02,Group H,Group H,Ghana,Uruguay,0,2,final,B,0.20961934889376535,0.2538972327510045,0.53648341835523,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_048,2022-12-02,Group H,Group H,South Korea,Portugal,2,1,final,A,0.22348491083450475,0.25464098419481107,0.5218741049706841,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_001,2022-12-03,Round of 16,NA,Netherlands,USA,3,1,final,A,0.49799086255298064,0.2849947707381516,0.2170143667088677,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_002,2022-12-03,Round of 16,NA,Argentina,Australia,2,1,final,A,0.7470091437128187,0.16025365076271617,0.09273720552446528,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_003,2022-12-04,Round of 16,NA,France,Poland,3,1,final,A,0.688614852333081,0.1983900827180901,0.11299506494882897,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_004,2022-12-04,Round of 16,NA,England,Senegal,3,0,final,A,0.5951301343281713,0.2599606905444484,0.14490917512738014,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_005,2022-12-05,Round of 16,NA,Japan,Croatia,1,1,final,D,0.24861053009024087,0.29600191238869306,0.45538755752106613,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_006,2022-12-05,Round of 16,NA,Brazil,South Korea,4,1,final,A,0.7846523303619307,0.14858048822189926,0.06676718141616991,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_007,2022-12-06,Round of 16,NA,Morocco,Spain,0,0,final,D,0.15685760978880323,0.25468278578612136,0.5884596044250754,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_008,2022-12-06,Round of 16,NA,Portugal,Switzerland,6,1,final,A,0.4969387826014441,0.26812233750529896,0.234938879893257,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_009,2022-12-09,Quarter-finals,NA,Croatia,Brazil,1,1,final,D,0.11107147790477888,0.2073172224349593,0.6816112996602618,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_010,2022-12-09,Quarter-finals,NA,Netherlands,Argentina,2,2,final,D,0.2649164677804296,0.3090692124105012,0.4260143198090692,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_011,2022-12-10,Quarter-finals,NA,Morocco,Portugal,1,0,final,A,0.1530682930694689,0.24919033462760504,0.5977413723029259,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_012,2022-12-10,Quarter-finals,NA,England,France,1,2,final,B,0.3371633811267408,0.3106324921200465,0.35220412675321255,B,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_013,2022-12-13,Semi-finals,NA,Argentina,Croatia,3,0,final,A,0.4784929477323116,0.30860457215308695,0.21290248011460156,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_014,2022-12-14,Semi-finals,NA,France,Morocco,2,0,final,A,0.6000914903884823,0.24820538084130944,0.1517031287702083,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_015,2022-12-17,Match for third place,NA,Croatia,Morocco,2,1,final,A,0.4236119021899244,0.27067465383482275,0.3057134439752529,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2022,WC2022_016,2022-12-18,Final,NA,Argentina,France,3,3,final,D,0.3611405467973068,0.30442296092208865,0.3344364922806045,A,NA,NA,NA,NA,NA,NA,NA,football_data_market_average,1
baseline_market_1x2,2026,WC2026_008,2026-06-13,Group B,Group B,Qatar,Switzerland,1,1,final,D,0.01691982521656281,0.06316734747516783,0.9199128273082694,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_013,2026-06-13,Group C,Group C,Brazil,Morocco,1,1,final,D,0.5748674179648658,0.25370815379516076,0.1714244282399735,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_014,2026-06-13,Group C,Group C,Haiti,Scotland,0,1,final,B,0.16468325956026414,0.2137181626877585,0.6215985777519775,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_020,2026-06-13,Group D,Group D,Australia,Turkey,2,0,final,A,0.18595132256502797,0.252893798688438,0.561154878746534,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_025,2026-06-14,Group E,Group E,Germany,Curaçao,7,1,final,A,0.9173761841947476,0.05612183715073751,0.02650197865451493,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_026,2026-06-14,Group E,Group E,Ivory Coast,Ecuador,1,0,final,A,0.26737817722230023,0.3366100266816458,0.3960117960960539,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_031,2026-06-14,Group F,Group F,Netherlands,Japan,2,2,final,D,0.4793899542320839,0.26745625977637455,0.25315378599154165,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_032,2026-06-14,Group F,Group F,Sweden,Tunisia,5,1,final,A,0.5058392293922087,0.2741795243372262,0.2199812462705652,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_037,2026-06-15,Group G,Group G,Belgium,Egypt,NA,NA,scheduled,NA,0.5914146309408421,0.23878365724236503,0.16980171181679293,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_038,2026-06-15,Group G,Group G,Iran,New Zealand,NA,NA,scheduled,NA,0.5165125495376485,0.27800528401585206,0.20548216644649933,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_043,2026-06-15,Group H,Group H,Spain,Cape Verde,NA,NA,scheduled,NA,0.8752837651243884,0.08713052025556414,0.03758571462004728,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_044,2026-06-15,Group H,Group H,Saudi Arabia,Uruguay,NA,NA,scheduled,NA,0.1232854948895832,0.21747956715917313,0.6592349379512435,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_049,2026-06-16,Group I,Group I,France,Senegal,NA,NA,scheduled,NA,0.6461522390955149,0.21861732800806677,0.13523043289641845,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_050,2026-06-16,Group I,Group I,Iraq,Norway,NA,NA,scheduled,NA,0.06894185611741359,0.1344610668956648,0.7965970769869217,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_055,2026-06-16,Group J,Group J,Argentina,Algeria,NA,NA,scheduled,NA,0.6836759225868494,0.2081079456665464,0.10821613174660412,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_056,2026-06-16,Group J,Group J,Austria,Jordan,NA,NA,scheduled,NA,0.710520454376717,0.18085975202316432,0.1086197936001188,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_061,2026-06-17,Group K,Group K,Portugal,DR Congo,NA,NA,scheduled,NA,0.7388528472865822,0.16888065080836165,0.09226650190505611,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_062,2026-06-17,Group K,Group K,Uzbekistan,Colombia,NA,NA,scheduled,NA,0.11089740211835378,0.20603888918164093,0.6830637087000053,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_067,2026-06-17,Group L,Group L,England,Croatia,NA,NA,scheduled,NA,0.5494269120855484,0.25369511108379683,0.1968779768306549,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_068,2026-06-17,Group L,Group L,Ghana,Panama,NA,NA,scheduled,NA,0.43785365853658537,0.28526829268292686,0.27687804878048783,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_003,2026-06-18,Group A,Group A,Czech Republic,South Africa,NA,NA,scheduled,NA,0.5337158323811377,0.25459687679802917,0.2116872908208333,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_004,2026-06-18,Group A,Group A,Mexico,South Korea,NA,NA,scheduled,NA,0.4789367743790661,0.2875076381150929,0.23355558750584093,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_009,2026-06-18,Group B,Group B,Switzerland,Bosnia & Herzegovina,NA,NA,scheduled,NA,0.5957446808510638,0.23829787234042557,0.16595744680851066,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_010,2026-06-18,Group B,Group B,Canada,Qatar,NA,NA,scheduled,NA,0.7508015155931216,0.16758962401632177,0.08160886039055669,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_015,2026-06-19,Group C,Group C,Scotland,Morocco,NA,NA,scheduled,NA,0.22571576930652293,0.28385467958244553,0.49042955111103154,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_016,2026-06-19,Group C,Group C,Brazil,Haiti,NA,NA,scheduled,NA,0.8817036307441498,0.0861664911863601,0.03212987806949021,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_021,2026-06-19,Group D,Group D,USA,Australia,NA,NA,scheduled,NA,0.6152606987908505,0.2238659410058275,0.16087336020332194,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_022,2026-06-19,Group D,Group D,Turkey,Paraguay,NA,NA,scheduled,NA,0.4705882352941176,0.29411764705882354,0.2352941176470588,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_027,2026-06-20,Group E,Group E,Germany,Ivory Coast,NA,NA,scheduled,NA,0.6096401188453895,0.2207690844576203,0.16959079669699018,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_028,2026-06-20,Group E,Group E,Ecuador,Curaçao,NA,NA,scheduled,NA,0.7835207160996245,0.1474133837404827,0.06906590015989282,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_033,2026-06-20,Group F,Group F,Netherlands,Sweden,NA,NA,scheduled,NA,0.5757918054190444,0.2376516496251852,0.1865565449557704,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_034,2026-06-20,Group F,Group F,Tunisia,Japan,NA,NA,scheduled,NA,0.17844800502670435,0.2639019792648445,0.5576500157084512,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_039,2026-06-21,Group G,Group G,Belgium,Iran,NA,NA,scheduled,NA,0.6731224445879062,0.20413169786959331,0.12274585754250056,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_040,2026-06-21,Group G,Group G,New Zealand,Egypt,NA,NA,scheduled,NA,0.19861270360160355,0.261553349109154,0.5398339472892423,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_045,2026-06-21,Group H,Group H,Spain,Saudi Arabia,NA,NA,scheduled,NA,0.8541013368542665,0.10486466413599604,0.04103399900973758,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_046,2026-06-21,Group H,Group H,Uruguay,Cape Verde,NA,NA,scheduled,NA,0.6524558580569474,0.21472277083860275,0.13282137110444997,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_051,2026-06-22,Group I,Group I,France,Iraq,NA,NA,scheduled,NA,0.8488670684814859,0.1083037294269482,0.04282920209156588,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_052,2026-06-22,Group I,Group I,Norway,Senegal,NA,NA,scheduled,NA,0.4447331070960264,0.27268307296398703,0.28258381993998655,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_057,2026-06-22,Group J,Group J,Argentina,Austria,NA,NA,scheduled,NA,0.5807247846484727,0.2482253696914316,0.1710498456600956,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_058,2026-06-22,Group J,Group J,Jordan,Algeria,NA,NA,scheduled,NA,0.1417835403042979,0.23072849415978908,0.6274879655359129,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_063,2026-06-23,Group K,Group K,Portugal,Uzbekistan,NA,NA,scheduled,NA,0.7539131862064848,0.1591238044078368,0.08696300938567825,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_064,2026-06-23,Group K,Group K,Colombia,DR Congo,NA,NA,scheduled,NA,0.6488517745302714,0.22400835073068892,0.12713987473903965,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_069,2026-06-23,Group L,Group L,England,Ghana,NA,NA,scheduled,NA,0.7128309572301426,0.1853360488798371,0.10183299389002036,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_070,2026-06-23,Group L,Group L,Panama,Croatia,NA,NA,scheduled,NA,0.14942259032133276,0.24415455934858293,0.6064228503300843,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,8
baseline_market_1x2,2026,WC2026_005,2026-06-24,Group A,Group A,Czech Republic,Mexico,NA,NA,scheduled,NA,0.20834718989025605,0.2678749584303292,0.5237778516794146,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_006,2026-06-24,Group A,Group A,South Africa,South Korea,NA,NA,scheduled,NA,0.1694283117574038,0.24078959035289943,0.5897820978896967,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_011,2026-06-24,Group B,Group B,Switzerland,Canada,NA,NA,scheduled,NA,0.44487348971623575,0.2830387063055308,0.27208780397823346,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,2
baseline_market_1x2,2026,WC2026_012,2026-06-24,Group B,Group B,Bosnia & Herzegovina,Qatar,NA,NA,scheduled,NA,0.6046432924052156,0.2415395018281019,0.15381720576668248,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,2
baseline_market_1x2,2026,WC2026_017,2026-06-24,Group C,Group C,Scotland,Brazil,NA,NA,scheduled,NA,0.1390239030561289,0.21412877022438248,0.6468473267194886,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_018,2026-06-24,Group C,Group C,Morocco,Haiti,NA,NA,scheduled,NA,0.7047844331750943,0.18747265922457512,0.10774290760033052,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_023,2026-06-25,Group D,Group D,Turkey,USA,NA,NA,scheduled,NA,0.34801136363636365,0.26846590909090906,0.3835227272727272,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_024,2026-06-25,Group D,Group D,Paraguay,Australia,NA,NA,scheduled,NA,0.4475703324808184,0.28644501278772383,0.26598465473145777,A,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
baseline_market_1x2,2026,WC2026_029,2026-06-25,Group E,Group E,Curaçao,Ivory Coast,NA,NA,scheduled,NA,0.07473976264733281,0.15315525132650168,0.7721049860261654,B,NA,NA,NA,NA,NA,NA,NA,median_complete_bookmakers,5
