year,match_id,date,team_a,team_b,bookmaker,market,odds_team_a,odds_draw,odds_team_b,odds_type,collected_at,source,source_url,source_sheet,source_event_id
2022,NA,2022-12-05,Brazil,South Korea,Betfair Exchange,1x2,1.27,6.6,15,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-05,Japan,Croatia,Betfair Exchange,1x2,4,3.35,2.18,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-04,England,Senegal,Betfair Exchange,1x2,1.64,3.95,7,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-04,France,Poland,Betfair Exchange,1x2,1.4,5.1,10.5,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-03,Argentina,Australia,Betfair Exchange,1x2,1.32,7,9.4,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-03,Netherlands,USA,Betfair Exchange,1x2,1.99,3.45,4.7,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-02,Cameroon,Brazil,Betfair Exchange,1x2,9.8,5.5,1.39,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-02,Serbia,Switzerland,Betfair Exchange,1x2,2.62,3.45,2.98,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-02,Ghana,Uruguay,Betfair Exchange,1x2,4.9,4,1.8,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-02,South Korea,Portugal,Betfair Exchange,1x2,4.5,3.95,1.89,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-01,Costa Rica,Germany,Betfair Exchange,1x2,32,12,1.12,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-01,Japan,Spain,Betfair Exchange,1x2,7.4,4.7,1.52,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-01,Canada,Morocco,Betfair Exchange,1x2,5.1,3.6,1.89,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-01,Croatia,Belgium,Betfair Exchange,1x2,3.25,3.5,2.44,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-30,Poland,Argentina,Betfair Exchange,1x2,8.8,4.9,1.46,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-30,Saudi Arabia,Mexico,Betfair Exchange,1x2,5.6,4.4,1.67,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-30,Australia,Denmark,Betfair Exchange,1x2,7.8,5.1,1.47,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-30,Tunisia,France,Betfair Exchange,1x2,6.6,4.1,1.65,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-29,Iran,USA,Betfair Exchange,1x2,4.6,3.6,1.97,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-29,Wales,England,Betfair Exchange,1x2,9.8,4.6,1.45,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-29,Ecuador,Senegal,Betfair Exchange,1x2,2.54,3.15,3.4,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-29,Netherlands,Qatar,Betfair Exchange,1x2,1.21,7.8,19.5,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-28,Portugal,Uruguay,Betfair Exchange,1x2,1.98,3.5,4.7,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-28,Brazil,Switzerland,Betfair Exchange,1x2,1.5,4.4,9,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-28,South Korea,Ghana,Betfair Exchange,1x2,2.84,3.2,2.94,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-28,Cameroon,Serbia,Betfair Exchange,1x2,5.7,3.95,1.73,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-27,Spain,Germany,Betfair Exchange,1x2,2.62,3.5,2.98,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-27,Croatia,Canada,Betfair Exchange,1x2,2.32,3.35,3.6,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-27,Belgium,Morocco,Betfair Exchange,1x2,1.97,3.45,4.8,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-27,Japan,Costa Rica,Betfair Exchange,1x2,1.52,4.5,8.2,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-26,Argentina,Mexico,Betfair Exchange,1x2,1.58,4.1,7.6,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-26,France,Denmark,Betfair Exchange,1x2,1.86,3.65,5.1,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-26,Poland,Saudi Arabia,Betfair Exchange,1x2,1.75,3.75,6,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-26,Tunisia,Australia,Betfair Exchange,1x2,2.26,3.55,3.55,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-25,England,USA,Betfair Exchange,1x2,1.5,4.4,9,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-25,Netherlands,Ecuador,Betfair Exchange,1x2,1.91,3.5,5.1,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-25,Qatar,Senegal,Betfair Exchange,1x2,5.9,3.7,1.77,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-25,Wales,Iran,Betfair Exchange,1x2,2.22,3.25,4,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-24,Brazil,Serbia,Betfair Exchange,1x2,1.52,4.7,7.2,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-24,Portugal,Ghana,Betfair Exchange,1x2,1.34,5.8,11.5,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-24,Uruguay,South Korea,Betfair Exchange,1x2,1.83,3.65,5.5,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-24,Switzerland,Cameroon,Betfair Exchange,1x2,1.84,3.6,5.3,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-23,Belgium,Canada,Betfair Exchange,1x2,1.64,4.3,6,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-23,Spain,Costa Rica,Betfair Exchange,1x2,1.17,9.4,23,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-23,Germany,Japan,Betfair Exchange,1x2,1.48,5.1,7.6,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-23,Morocco,Croatia,Betfair Exchange,1x2,3.6,3.35,2.34,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-22,France,Australia,Betfair Exchange,1x2,1.24,7.2,15,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-22,Mexico,Poland,Betfair Exchange,1x2,2.58,3.2,3.3,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-22,Denmark,Tunisia,Betfair Exchange,1x2,1.62,3.95,7.4,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-22,Argentina,Saudi Arabia,Betfair Exchange,1x2,1.13,11,34,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-21,USA,Wales,Betfair Exchange,1x2,2.56,3.2,3.3,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-21,Senegal,Netherlands,Betfair Exchange,1x2,6.4,3.8,1.72,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-21,England,Iran,Betfair Exchange,1x2,1.39,4.9,12,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-20,Qatar,Ecuador,Betfair Exchange,1x2,4,3.2,2.26,unknown,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-18,Argentina,France,Market maximum,1x2,2.7,3.2,2.9,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-17,Croatia,Morocco,Market maximum,1x2,2.25,3.6,3.15,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-14,France,Morocco,Market maximum,1x2,1.62,4,6.5,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-13,Argentina,Croatia,Market maximum,1x2,2.05,3.13,4.8,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-10,England,France,Market maximum,1x2,2.95,3.1,2.8,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-10,Morocco,Portugal,Market maximum,1x2,6.5,4,1.61,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-09,Netherlands,Argentina,Market maximum,1x2,3.75,3.15,2.3,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-09,Croatia,Brazil,Market maximum,1x2,9,4.8,1.4,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-06,Portugal,Switzerland,Market maximum,1x2,2,3.65,4.5,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-06,Morocco,Spain,Market maximum,1x2,6.5,4,1.62,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-05,Brazil,South Korea,Market maximum,1x2,1.25,6.75,15,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-05,Japan,Croatia,Market maximum,1x2,4,3.25,2.15,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-04,England,Senegal,Market maximum,1x2,1.62,3.75,7,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-04,France,Poland,Market maximum,1x2,1.4,5.1,9,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-03,Argentina,Australia,Market maximum,1x2,1.29,6.5,13,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-03,Netherlands,USA,Market maximum,1x2,1.95,3.5,4.6,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-02,Cameroon,Brazil,Market maximum,1x2,11,5.5,1.37,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-02,Serbia,Switzerland,Market maximum,1x2,2.55,3.4,2.9,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-02,Ghana,Uruguay,Market maximum,1x2,4.6,3.9,1.82,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-02,South Korea,Portugal,Market maximum,1x2,4.4,3.9,1.86,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-01,Costa Rica,Germany,Market maximum,1x2,31,12,1.12,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-01,Japan,Spain,Market maximum,1x2,7.5,4.6,1.5,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-01,Canada,Morocco,Market maximum,1x2,5,3.55,1.86,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-12-01,Croatia,Belgium,Market maximum,1x2,3.05,3.5,2.55,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-30,Poland,Argentina,Market maximum,1x2,8.5,4.7,1.44,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-30,Saudi Arabia,Mexico,Market maximum,1x2,5.75,4.35,1.62,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-30,Australia,Denmark,Market maximum,1x2,8,5,1.44,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-30,Tunisia,France,Market maximum,1x2,6,4,1.64,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-29,Iran,USA,Market maximum,1x2,4.25,3.5,2,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-29,Wales,England,Market maximum,1x2,9.5,4.5,1.44,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-29,Ecuador,Senegal,Market maximum,1x2,2.5,3.1,3.3,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-29,Netherlands,Qatar,Market maximum,1x2,1.21,7.25,17,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-28,Portugal,Uruguay,Market maximum,1x2,1.95,3.4,4.6,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-28,Brazil,Switzerland,Market maximum,1x2,1.5,4.35,8.5,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-28,South Korea,Ghana,Market maximum,1x2,2.75,3.2,2.88,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-28,Cameroon,Serbia,Market maximum,1x2,5.6,3.8,1.71,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-27,Spain,Germany,Market maximum,1x2,2.6,3.5,2.88,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-27,Croatia,Canada,Market maximum,1x2,2.25,3.3,3.65,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-27,Belgium,Morocco,Market maximum,1x2,1.95,3.5,4.75,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-27,Japan,Costa Rica,Market maximum,1x2,1.51,4.33,7.75,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-26,Argentina,Mexico,Market maximum,1x2,1.58,4.1,8,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-26,France,Denmark,Market maximum,1x2,1.86,3.6,4.8,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-26,Poland,Saudi Arabia,Market maximum,1x2,1.74,3.65,6,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-26,Tunisia,Australia,Market maximum,1x2,2.2,3.4,3.65,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-25,England,USA,Market maximum,1x2,1.5,4.33,8.5,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-25,Netherlands,Ecuador,Market maximum,1x2,1.86,3.5,5.1,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-25,Qatar,Senegal,Market maximum,1x2,6.25,3.65,1.74,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-25,Wales,Iran,Market maximum,1x2,2.2,3.2,4,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-24,Brazil,Serbia,Market maximum,1x2,1.48,4.6,7.5,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-24,Portugal,Ghana,Market maximum,1x2,1.33,5.75,11,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-24,Uruguay,South Korea,Market maximum,1x2,1.8,3.55,5.2,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-24,Switzerland,Cameroon,Market maximum,1x2,1.83,3.45,5.5,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-23,Belgium,Canada,Market maximum,1x2,1.6,4.33,6,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-23,Spain,Costa Rica,Market maximum,1x2,1.17,9,23,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-23,Germany,Japan,Market maximum,1x2,1.45,5,7.5,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-23,Morocco,Croatia,Market maximum,1x2,3.55,3.25,2.25,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-22,France,Australia,Market maximum,1x2,1.23,7.25,15,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-22,Mexico,Poland,Market maximum,1x2,2.55,3.15,3.2,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-22,Denmark,Tunisia,Market maximum,1x2,1.6,4,7.5,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
2022,NA,2022-11-22,Argentina,Saudi Arabia,Market maximum,1x2,1.13,10,31,maximum,2026-06-13T16:10:12-0300,football-data.co.uk,https://www.football-data.co.uk/WorldCup2026.xlsx,WorldCup2022,NA
