local_path,url,accessed_at,size_bytes,checksum_sha256
data/raw/odds/oddschecker/australia-v-turkey.html,NA,NA,2333459,31753d34bb0c5f5f1c100dd80dc611f3e1b07a4707ebdbd90d78180992b98c47
data/raw/odds/oddschecker/austria-v-jordan.html,NA,NA,2077457,d73366cda07c216efc83e2c311c98b3ff725f1ccf175ae0b6f9eb1676506f1a5
data/raw/odds/oddschecker/belgium-v-egypt.html,NA,NA,2211890,ce51c0232ecbaa91e4474fb0d05a796963ac089f96f2667b7977677e599b1b11
data/raw/odds/oddschecker/belgium-v-iran.html,NA,NA,1288472,92823d347d6ea34076f814f7fbbd06c4d0b34066881d4ba73aa5cb3ea18b9410
data/raw/odds/oddschecker/bosnia-and-herzegovina-v-qatar.html,NA,NA,1237425,7d2274e53e7ae388d9dc15ed243c6058cb2fc4e1fef5804fd4457d350538bf4b
data/raw/odds/oddschecker/brazil-v-haiti.html,NA,NA,1278667,c403183ddee05522c583c07eb3e6b823a431c2635d250677247f304872e69f3a
data/raw/odds/oddschecker/brazil-v-morocco.html,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/brazil-v-morocco,2026-06-13T19:32:36Z,2293399,d06e1137d72570f4260594cedd773601f2db8a031c6a16a0df0f2c51234ef851
data/raw/odds/oddschecker/canada-v-qatar.html,NA,NA,1333493,7ca9e5ac5e67469cdda4736934d7abdb4781dd0c62770d1fed77232a991822c3
data/raw/odds/oddschecker/cape-verde-v-saudi-arabia.html,NA,NA,1271051,ed3324be10a6d556a0ab3591af135adb2f2a11d1d192558b4ca0a4f5d18e3962
data/raw/odds/oddschecker/colombia-v-dr-congo.html,NA,NA,1230694,6c91cab67ae6d2f13a68fa33dc144821c4bd0d262e288fdf4f1b5b4e2e5cd28f
data/raw/odds/oddschecker/colombia-v-portugal.html,NA,NA,1239508,d25f71076f37733d4670494305064c939ef68f2b19052b46a657b2674247eb50
data/raw/odds/oddschecker/copa-do-mundo-fifa.html,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa,2026-06-13T19:39:06Z,2940731,230b7f73c2695093c51aee75415d77e1ce5b4fde8fd4da03edb04562e8ff05e4
data/raw/odds/oddschecker/croatia-v-ghana.html,NA,NA,1248097,7632a0818224886138f30b93e44eef10207f820207e8e060425a943cae665d1e
data/raw/odds/oddschecker/curacao-v-ivory-coast.html,NA,NA,1208075,3c7981cf79ebefde8a3f28a46a4790a0ed087fa806d668786d123f93cbe5b09c
data/raw/odds/oddschecker/czech-republic-v-mexico.html,NA,NA,1210567,00ccaa3f2ffdf8c064762ff22ae54851ec24ae7ab8ad1da7b7d531be78175774
data/raw/odds/oddschecker/czech-republic-v-south-africa.html,NA,NA,1827228,7940c983dbe0474210b19872c552da7f72409e460a0a80df3e82f74abd5d07cf
data/raw/odds/oddschecker/dr-congo-v-uzbekistan.html,NA,NA,1236628,069aa27e06ac49954b40f2e0efe814ef9b46653cf8818d728ecd4c375916ad7a
data/raw/odds/oddschecker/ecuador-v-curacao.html,NA,NA,1251975,15f181ec7effcaf0609f4e75bb2e7f8d8a8ec5f855243f38c8d26cfb875a8290
data/raw/odds/oddschecker/ecuador-v-germany.html,NA,NA,1200264,7e75d77982c215511850aa373aef4399871ead6d0b5164b9b9d94662f6065cb1
data/raw/odds/oddschecker/egypt-v-iran.html,NA,NA,1251742,ae188e8af4570228d76a52f709bd5002bee798783b745d765512d555cd15116f
data/raw/odds/oddschecker/england-v-croatia.html,NA,NA,2030606,12c45ff365508902e5b4e73edcceb3f41fbe78907be2980af6699e91ea43bb36
data/raw/odds/oddschecker/england-v-ghana.html,NA,NA,1296187,a362fab1e5a184987eea8cee4c2b6d404c3f43380537877aa9422127955659a1
data/raw/odds/oddschecker/france-v-iraq.html,NA,NA,1300011,d265443995e0bd195b373fa59edf424262f5a0158ef6c5e96dc9c8f4daecd9e1
data/raw/odds/oddschecker/france-v-senegal.html,NA,NA,2132557,c2a281167689c8c35a25417c5376542abf715df1ca0c4b841889eca8bb2c838a
data/raw/odds/oddschecker/germany-v-curacao.html,NA,NA,2356698,d4fb559f247b3b2e8d29f806a5df88e900d621ff95ae3ba2b7107b580b940c57
data/raw/odds/oddschecker/germany-v-ivory-coast.html,NA,NA,1250080,b78864106a53d96ae29c3cc4ccf65963f2fc1865675ba9207ac3ccf570234f9d
data/raw/odds/oddschecker/ghana-v-panama.html,NA,NA,2011331,cacf9c3e5a9f7962807674327ad5dcbe67231ddef08e1b5d5a642e28d11af609
data/raw/odds/oddschecker/haiti-v-scotland.html,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/haiti-v-scotland,2026-06-13T19:32:53Z,2374952,fdae7234f41f0ae74ac8f476ab9c54aeb3f2dcf662ece954770bee4972765fa6
data/raw/odds/oddschecker/iran-v-new-zealand.html,NA,NA,2144866,b40d33d9a01b3f8367537c60413fc4f05e3c8112ff0233760425e6b3d9c4926d
data/raw/odds/oddschecker/iraq-v-norway.html,NA,NA,2111179,c689102134f745c3c283d04f5e88bcac523e235d36e380313ccb2c5af4395219
data/raw/odds/oddschecker/ivory-coast-v-ecuador.html,NA,NA,2260865,910200c027fed09b15bf1f84f635e5bb8f54b804561c4322f3fbe809d74d4cc5
data/raw/odds/oddschecker/japan-v-sweden.html,NA,NA,1243580,9c0ac690e357079bb8e0b9e3261e20344af46c58c6cf7cf5ea057cf287829039
data/raw/odds/oddschecker/jordan-v-algeria.html,NA,NA,1300605,e04c23277a29b0bcfe12e7bf1b680fbf4657d1b3ff1f285761908dfd133cd7dc
data/raw/odds/oddschecker/jordan-v-argentina.html,NA,NA,1258212,7836d40570f741138bd1fb69dcdda468e10dd113d491c8f777d5ddb61ac1e93b
data/raw/odds/oddschecker/mexico-v-south-korea.html,NA,NA,1857794,31831506a9e63025f2bb1598e8959fbc8009f818987260979242289777402c0f
data/raw/odds/oddschecker/morocco-v-haiti.html,NA,NA,1268837,c8f6b532ae487a437811c90a7ceb5f085cfde75e8c6a9062a328efae375f1158
data/raw/odds/oddschecker/netherlands-v-japan.html,NA,NA,2306776,29ba144ed08ee24777792b306924af8c5f66075415d556f458d620331f07e447
data/raw/odds/oddschecker/netherlands-v-sweden.html,NA,NA,1291305,9651665591ffb32105835ba60d9470457a59eba383874d8c40aa95d58f397f4b
data/raw/odds/oddschecker/new-zealand-v-belgium.html,NA,NA,1250662,44c98221db8e10137fe08fadb724f500a5941ade07ee19e70ce3549f45db66ec
data/raw/odds/oddschecker/new-zealand-v-egypt.html,NA,NA,1274750,87b551d0bc1c667428cb50e21b21d11804a78d1655f5b52024f3c5bd4270abce
data/raw/odds/oddschecker/norway-v-france.html,NA,NA,1253136,710f527f445f86e919a019c7b541a12ab570de2f63450c67f5dde409d747b043
data/raw/odds/oddschecker/norway-v-senegal.html,NA,NA,1245867,e9079114c36c488cd5166d19d2878fe1fd96194095a1b4a465c61e0e737083c7
data/raw/odds/oddschecker/panama-v-croatia.html,NA,NA,1287246,287747c88b14bb8831cb4054d565c48020cb24d91b2e03ad2bd432ccaeccf9a8
data/raw/odds/oddschecker/panama-v-england.html,NA,NA,1247381,47d808507493d93c701961258f540230e19f950b5dfaf483d0fc21aa5f13afd7
data/raw/odds/oddschecker/paraguay-v-australia.html,NA,NA,1247246,dc56f56fe490e080412689ed72171c016df12da0c216eb976cec128639f255e3
data/raw/odds/oddschecker/portugal-v-dr-congo.html,NA,NA,2014372,1a9e8958fcacb2dff6453d94d6dffab1dc5ea0ce320b1f7f852962f499cccdb0
data/raw/odds/oddschecker/portugal-v-uzbekistan.html,NA,NA,1296318,8f245cd29f3f5e477cb04d4fa4fa4c2e2565826e67f27dfc80e0466931ff25e1
data/raw/odds/oddschecker/qatar-v-switzerland.html,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/qatar-v-switzerland,2026-06-13T19:32:19Z,948733,fcad1faf9ee62ffdbc76893c53d95ab2e9c4f11fdf5726019d42c26368bd063a
data/raw/odds/oddschecker/saudi-arabia-v-uruguay.html,NA,NA,2187967,af1358f03b40887e963769ce0e9e6389f5e9ee022a9b8ccf8efe97b6b7c08348
data/raw/odds/oddschecker/scotland-v-brazil.html,NA,NA,1236223,5a36760648f6be3e43c723095d7311d6b39aaf4104b2b5a49d8db803c0d66e27
data/raw/odds/oddschecker/scotland-v-morocco.html,NA,NA,1286206,b27df61a23b499cae5c16128eeb7f68f5b3d86a324477c3df68904d9b322205f
data/raw/odds/oddschecker/senegal-v-iraq.html,NA,NA,1197389,302702f7d9a52699deb9ea6605e056a49e0af3c16b57b29f5dcf4e764fe480df
data/raw/odds/oddschecker/south-africa-v-south-korea.html,NA,NA,385027,9eb60b66df9331763d4235530b4684bae2095fbbb6972d2d7ebb71d55e59d7ba
data/raw/odds/oddschecker/spain-v-cape-verde.html,NA,NA,2148735,a3aba620827db5f414f3dfe4901e99446d5f3fbd690889288b960fcf409011ee
data/raw/odds/oddschecker/spain-v-saudi-arabia.html,NA,NA,1282233,d1adce3c2110f9bbb144f13404d3c5e1dd31fab908af8972bcb2a1dd9b489bdc
data/raw/odds/oddschecker/sweden-v-tunisia.html,NA,NA,2219507,a6bb0c223b7d2bf6ed598ec40ca498cd3c1a3bc038d368af7c42eb24edb1efe4
data/raw/odds/oddschecker/switzerland-v-bosnia-and-herzegovina.html,NA,NA,1258310,141583723ec2f77a3320ae783b319841104586595e233210bb880c81a109bc88
data/raw/odds/oddschecker/switzerland-v-canada.html,NA,NA,1221414,e377edb28e5ec20731b987a45553063efc0a8d4c02fb747792f9671db8f4cebd
data/raw/odds/oddschecker/tunisia-v-japan.html,NA,NA,1274914,14d5733ef6fbf4dd3a1bf1b446bcb4e0b260375bb6ab73ab3994557afb7e28ca
data/raw/odds/oddschecker/tunisia-v-netherlands.html,NA,NA,1234643,d80003f90df9eeab560f6bb87e4e4620a8824d6af0ea713e8c3629f17fed2397
data/raw/odds/oddschecker/turkey-v-paraguay.html,NA,NA,1300019,ad4495073ddf6bc13bc11095d7c68ab1564017f598928435bd62063eb53551b5
data/raw/odds/oddschecker/turkey-v-usa.html,NA,NA,1212704,a3a6cb95f1b6b3557db670a21373d1d3368dc07cb34d5300174ddea30d8ac808
data/raw/odds/oddschecker/uruguay-v-cape-verde.html,NA,NA,1290333,e37b45e09acd47c2972eaef9a7a1456e1fedcd37976169fb0c4310b70082a7aa
data/raw/odds/oddschecker/uruguay-v-spain.html,NA,NA,1248530,543b0b52c1fe3a1245211da7c0f8cd0484d4fef987359784c75b43a4595c0987
data/raw/odds/oddschecker/usa-v-australia.html,NA,NA,1361702,2a3c46abe864043046dcedae565dc5a2d03bf91e469593787d7e6f2f09fa1e5e
data/raw/odds/oddschecker/uzbekistan-v-colombia.html,NA,NA,1785311,1e418311a4ca8ef83fa146117433f6e0a7672265b6e5bea1fc1663bf610195f8
data/raw/rankings/fifa_rankings.csv,NA,NA,51306,f4535b83f66d6f2ea1a760cdd83b9aa69726e2fdfd6f5017377e6e1518d63896
data/raw/rankings/fifa_rankings_current.json,https://api.fifa.com/api/v3/rankings/?gender=1&count=300&language=en,2026-06-15T17:12:31Z,126750,f5c06197d87efc49ec5a0a9694b830582eeb19cbc8b8d7bdfe224b903ed992d9
