source_url,match_slug
https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/senegal-v-iraq,senegal-v-iraq
https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/uruguay-v-spain,uruguay-v-spain
https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/cape-verde-v-saudi-arabia,cape-verde-v-saudi-arabia
https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/new-zealand-v-belgium,new-zealand-v-belgium
https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/egypt-v-iran,egypt-v-iran
https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/croatia-v-ghana,croatia-v-ghana
https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/panama-v-england,panama-v-england
https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/dr-congo-v-uzbekistan,dr-congo-v-uzbekistan
https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/colombia-v-portugal,colombia-v-portugal
https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/jordan-v-argentina,jordan-v-argentina
https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/algeria-v-austria,algeria-v-austria
